Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Months,Sales,Ville,Hour,Grouped
289049,AA Batteries (4-pack),1.0,3.84,11/24/19 23:50,"627 11th St, Los Angeles, CA 90001",11,3.84, Los Angeles,23,"AA Batteries (4-pack),34in Ultrawide Monitor"
289055,Vareebadd Phone,1.0,400.0,11/29/19 18:34,"435 Adams St, Dallas, TX 75001",11,400.0, Dallas,18,"Vareebadd Phone,USB-C Charging Cable"
289070,Bose SoundSport Headphones,1.0,99.99,11/13/19 09:37,"74 12th St, Los Angeles, CA 90001",11,99.99, Los Angeles,9,"Bose SoundSport Headphones,Apple Airpods Headphones"
289089,AA Batteries (4-pack),1.0,3.84,11/08/19 14:58,"249 Lincoln St, Boston, MA 02215",11,3.84, Boston,14,"AA Batteries (4-pack),AAA Batteries (4-pack)"
289117,Vareebadd Phone,1.0,400.0,11/15/19 18:50,"938 Church St, San Francisco, CA 94016",11,400.0, San Francisco,18,"Vareebadd Phone,USB-C Charging Cable,Bose SoundSport Headphones,Wired Headphones"
289147,Macbook Pro Laptop,1.0,1700.0,11/29/19 07:25,"826 13th St, Los Angeles, CA 90001",11,1700.0, Los Angeles,7,"Macbook Pro Laptop,AAA Batteries (4-pack)"
289156,iPhone,1.0,700.0,11/14/19 16:23,"320 Spruce St, Austin, TX 73301",11,700.0, Austin,16,"iPhone,Apple Airpods Headphones"
289165,USB-C Charging Cable,1.0,11.95,11/19/19 18:32,"735 South St, Dallas, TX 75001",11,11.95, Dallas,18,"USB-C Charging Cable,Bose SoundSport Headphones"
289187,iPhone,1.0,700.0,11/24/19 17:58,"965 Main St, San Francisco, CA 94016",11,700.0, San Francisco,17,"iPhone,Wired Headphones"
289227,iPhone,1.0,700.0,11/26/19 13:37,"804 Hill St, Atlanta, GA 30301",11,700.0, Atlanta,13,"iPhone,Lightning Charging Cable"
289331,Apple Airpods Headphones,1.0,150.0,11/23/19 14:25,"984 Spruce St, San Francisco, CA 94016",11,150.0, San Francisco,14,"Apple Airpods Headphones,LG Dryer"
289357,27in 4K Gaming Monitor,1.0,389.99,11/27/19 21:42,"309 Lincoln St, Boston, MA 02215",11,389.99, Boston,21,"27in 4K Gaming Monitor,AAA Batteries (4-pack)"
289396,iPhone,1.0,700.0,11/15/19 21:48,"849 10th St, Boston, MA 02215",11,700.0, Boston,21,"iPhone,Wired Headphones"
289405,Apple Airpods Headphones,1.0,150.0,11/18/19 20:21,"637 Main St, San Francisco, CA 94016",11,150.0, San Francisco,20,"Apple Airpods Headphones,Lightning Charging Cable"
289411,AAA Batteries (4-pack),1.0,2.99,11/19/19 12:58,"114 14th St, Los Angeles, CA 90001",11,2.99, Los Angeles,12,"AAA Batteries (4-pack),Lightning Charging Cable"
289420,Lightning Charging Cable,1.0,14.95,11/04/19 11:23,"560 Madison St, Atlanta, GA 30301",11,14.95, Atlanta,11,"Lightning Charging Cable,Bose SoundSport Headphones"
289457,Wired Headphones,1.0,11.99,11/18/19 20:49,"972 West St, San Francisco, CA 94016",11,11.99, San Francisco,20,"Wired Headphones,Bose SoundSport Headphones"
289461,34in Ultrawide Monitor,1.0,379.99,11/15/19 08:14,"526 Jefferson St, New York City, NY 10001",11,379.99, New York City,8,"34in Ultrawide Monitor,27in FHD Monitor"
289463,iPhone,1.0,700.0,11/27/19 13:32,"60 13th St, Boston, MA 02215",11,700.0, Boston,13,"iPhone,Lightning Charging Cable"
289473,Wired Headphones,1.0,11.99,11/29/19 23:31,"310 Sunset St, New York City, NY 10001",11,11.99, New York City,23,"Wired Headphones,Apple Airpods Headphones"
289501,Google Phone,1.0,600.0,11/09/19 15:54,"960 Madison St, San Francisco, CA 94016",11,600.0, San Francisco,15,"Google Phone,USB-C Charging Cable"
289514,Lightning Charging Cable,1.0,14.95,11/03/19 19:46,"216 Church St, San Francisco, CA 94016",11,14.95, San Francisco,19,"Lightning Charging Cable,AA Batteries (4-pack)"
289519,ThinkPad Laptop,1.0,999.99,11/07/19 19:27,"643 Church St, Los Angeles, CA 90001",11,999.99, Los Angeles,19,"ThinkPad Laptop,iPhone"
289528,Google Phone,1.0,600.0,11/25/19 09:32,"930 12th St, New York City, NY 10001",11,600.0, New York City,9,"Google Phone,Wired Headphones"
289599,Apple Airpods Headphones,1.0,150.0,11/29/19 13:54,"306 Chestnut St, Portland, OR 97035",11,150.0, Portland,13,"Apple Airpods Headphones,AA Batteries (4-pack)"
289631,Google Phone,1.0,600.0,11/14/19 13:14,"374 North St, Seattle, WA 98101",11,600.0, Seattle,13,"Google Phone,USB-C Charging Cable"
289662,AAA Batteries (4-pack),1.0,2.99,11/14/19 08:29,"789 Willow St, San Francisco, CA 94016",11,2.99, San Francisco,8,"AAA Batteries (4-pack),AA Batteries (4-pack)"
289703,AA Batteries (4-pack),1.0,3.84,11/14/19 19:21,"298 Washington St, New York City, NY 10001",11,3.84, New York City,19,"AA Batteries (4-pack),Lightning Charging Cable"
289715,iPhone,1.0,700.0,11/26/19 15:48,"725 Washington St, Los Angeles, CA 90001",11,700.0, Los Angeles,15,"iPhone,Lightning Charging Cable"
289741,iPhone,1.0,700.0,11/01/19 18:57,"757 1st St, Boston, MA 02215",11,700.0, Boston,18,"iPhone,Wired Headphones"
289775,Google Phone,1.0,600.0,11/05/19 22:25,"988 Lincoln St, Boston, MA 02215",11,600.0, Boston,22,"Google Phone,USB-C Charging Cable"
289832,Google Phone,1.0,600.0,11/27/19 11:10,"832 Lake St, Austin, TX 73301",11,600.0, Austin,11,"Google Phone,Wired Headphones"
289847,Vareebadd Phone,1.0,400.0,11/30/19 19:59,"58 Sunset St, San Francisco, CA 94016",11,400.0, San Francisco,19,"Vareebadd Phone,USB-C Charging Cable"
289860,AAA Batteries (4-pack),1.0,2.99,11/21/19 13:52,"676 Dogwood St, Los Angeles, CA 90001",11,2.99, Los Angeles,13,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
289871,iPhone,1.0,700.0,11/22/19 13:30,"11 Hill St, San Francisco, CA 94016",11,700.0, San Francisco,13,"iPhone,Apple Airpods Headphones"
289900,Vareebadd Phone,1.0,400.0,11/10/19 10:09,"863 Meadow St, Dallas, TX 75001",11,400.0, Dallas,10,"Vareebadd Phone,USB-C Charging Cable"
289945,iPhone,1.0,700.0,11/02/19 09:38,"36 4th St, Boston, MA 02215",11,700.0, Boston,9,"iPhone,Lightning Charging Cable"
289947,AAA Batteries (4-pack),1.0,2.99,11/03/19 09:50,"53 10th St, San Francisco, CA 94016",11,2.99, San Francisco,9,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
290001,USB-C Charging Cable,1.0,11.95,11/09/19 18:27,"141 9th St, Atlanta, GA 30301",11,11.95, Atlanta,18,"USB-C Charging Cable,27in FHD Monitor"
290133,Google Phone,1.0,600.0,11/30/19 13:55,"39 2nd St, New York City, NY 10001",11,600.0, New York City,13,"Google Phone,USB-C Charging Cable"
290151,iPhone,1.0,700.0,11/17/19 11:21,"813 Walnut St, Los Angeles, CA 90001",11,700.0, Los Angeles,11,"iPhone,Lightning Charging Cable,Wired Headphones"
290173,Google Phone,1.0,600.0,11/09/19 01:05,"206 12th St, New York City, NY 10001",11,600.0, New York City,1,"Google Phone,USB-C Charging Cable"
290190,Vareebadd Phone,1.0,400.0,11/05/19 14:38,"52 Jackson St, San Francisco, CA 94016",11,400.0, San Francisco,14,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
290215,Google Phone,1.0,600.0,11/03/19 08:54,"798 Church St, San Francisco, CA 94016",11,600.0, San Francisco,8,"Google Phone,Wired Headphones"
290224,Vareebadd Phone,1.0,400.0,11/01/19 16:05,"310 Spruce St, New York City, NY 10001",11,400.0, New York City,16,"Vareebadd Phone,USB-C Charging Cable"
290239,iPhone,1.0,700.0,11/11/19 17:30,"508 Washington St, San Francisco, CA 94016",11,700.0, San Francisco,17,"iPhone,Lightning Charging Cable"
290267,Google Phone,1.0,600.0,11/26/19 17:14,"677 River St, Atlanta, GA 30301",11,600.0, Atlanta,17,"Google Phone,USB-C Charging Cable"
290273,iPhone,1.0,700.0,11/04/19 11:40,"161 West St, Los Angeles, CA 90001",11,700.0, Los Angeles,11,"iPhone,Lightning Charging Cable,Wired Headphones"
290274,AA Batteries (4-pack),1.0,3.84,11/19/19 16:00,"388 Meadow St, New York City, NY 10001",11,3.84, New York City,16,"AA Batteries (4-pack),AAA Batteries (4-pack)"
290286,Macbook Pro Laptop,1.0,1700.0,11/12/19 08:40,"405 Center St, San Francisco, CA 94016",11,1700.0, San Francisco,8,"Macbook Pro Laptop,Bose SoundSport Headphones"
290365,iPhone,1.0,700.0,11/20/19 18:35,"2 Sunset St, New York City, NY 10001",11,700.0, New York City,18,"iPhone,Wired Headphones"
290371,USB-C Charging Cable,1.0,11.95,11/05/19 15:25,"263 4th St, Seattle, WA 98101",11,11.95, Seattle,15,"USB-C Charging Cable,Lightning Charging Cable"
290372,iPhone,1.0,700.0,11/01/19 20:24,"309 Park St, San Francisco, CA 94016",11,700.0, San Francisco,20,"iPhone,Lightning Charging Cable"
290383,Vareebadd Phone,1.0,400.0,11/20/19 18:56,"733 Adams St, San Francisco, CA 94016",11,400.0, San Francisco,18,"Vareebadd Phone,USB-C Charging Cable,Bose SoundSport Headphones"
290395,Wired Headphones,1.0,11.99,11/19/19 08:58,"646 Cedar St, Boston, MA 02215",11,11.99, Boston,8,"Wired Headphones,Lightning Charging Cable"
290396,USB-C Charging Cable,1.0,11.95,11/22/19 02:48,"38 Maple St, Austin, TX 73301",11,11.95, Austin,2,"USB-C Charging Cable,Wired Headphones"
290403,AAA Batteries (4-pack),1.0,2.99,11/19/19 20:40,"175 7th St, Austin, TX 73301",11,2.99, Austin,20,"AAA Batteries (4-pack),Apple Airpods Headphones"
290470,iPhone,1.0,700.0,11/12/19 11:31,"207 River St, New York City, NY 10001",11,700.0, New York City,11,"iPhone,Lightning Charging Cable"
290570,Vareebadd Phone,1.0,400.0,11/07/19 19:03,"397 8th St, San Francisco, CA 94016",11,400.0, San Francisco,19,"Vareebadd Phone,USB-C Charging Cable"
290579,Vareebadd Phone,1.0,400.0,11/11/19 21:28,"487 Madison St, Austin, TX 73301",11,400.0, Austin,21,"Vareebadd Phone,USB-C Charging Cable"
290584,iPhone,1.0,700.0,11/12/19 21:18,"658 Lake St, Atlanta, GA 30301",11,700.0, Atlanta,21,"iPhone,Wired Headphones"
290616,AA Batteries (4-pack),3.0,3.84,11/12/19 12:16,"818 Willow St, Los Angeles, CA 90001",11,11.52, Los Angeles,12,"AA Batteries (4-pack),Wired Headphones"
290692,Lightning Charging Cable,1.0,14.95,11/03/19 18:38,"251 Walnut St, San Francisco, CA 94016",11,14.95, San Francisco,18,"Lightning Charging Cable,Flatscreen TV"
290693,iPhone,1.0,700.0,11/02/19 00:57,"723 Meadow St, Seattle, WA 98101",11,700.0, Seattle,0,"iPhone,27in FHD Monitor"
290765,Google Phone,1.0,600.0,11/09/19 01:46,"118 5th St, New York City, NY 10001",11,600.0, New York City,1,"Google Phone,USB-C Charging Cable"
290773,Google Phone,1.0,600.0,11/07/19 07:52,"477 Church St, Seattle, WA 98101",11,600.0, Seattle,7,"Google Phone,Wired Headphones"
290793,AAA Batteries (4-pack),1.0,2.99,11/20/19 09:58,"78 Madison St, Atlanta, GA 30301",11,2.99, Atlanta,9,"AAA Batteries (4-pack),Vareebadd Phone"
290811,Google Phone,1.0,600.0,11/19/19 20:19,"146 Chestnut St, Seattle, WA 98101",11,600.0, Seattle,20,"Google Phone,Bose SoundSport Headphones"
290870,Vareebadd Phone,1.0,400.0,11/11/19 23:19,"748 Main St, San Francisco, CA 94016",11,400.0, San Francisco,23,"Vareebadd Phone,Bose SoundSport Headphones"
290872,20in Monitor,1.0,109.99,11/19/19 07:30,"577 Cedar St, Portland, OR 97035",11,109.99, Portland,7,"20in Monitor,AAA Batteries (4-pack)"
290875,Wired Headphones,1.0,11.99,11/10/19 20:15,"50 Maple St, New York City, NY 10001",11,11.99, New York City,20,"Wired Headphones,Bose SoundSport Headphones"
290890,iPhone,1.0,700.0,11/17/19 15:38,"414 6th St, Boston, MA 02215",11,700.0, Boston,15,"iPhone,Lightning Charging Cable"
290901,Lightning Charging Cable,1.0,14.95,11/15/19 01:20,"82 Elm St, New York City, NY 10001",11,14.95, New York City,1,"Lightning Charging Cable,Apple Airpods Headphones"
290950,Google Phone,1.0,600.0,11/17/19 07:34,"629 1st St, Atlanta, GA 30301",11,600.0, Atlanta,7,"Google Phone,USB-C Charging Cable"
291030,Google Phone,1.0,600.0,11/20/19 18:25,"467 Forest St, Los Angeles, CA 90001",11,600.0, Los Angeles,18,"Google Phone,Wired Headphones"
291039,Flatscreen TV,1.0,300.0,11/11/19 05:53,"362 Highland St, Los Angeles, CA 90001",11,300.0, Los Angeles,5,"Flatscreen TV,ThinkPad Laptop"
291047,USB-C Charging Cable,1.0,11.95,11/15/19 23:06,"379 6th St, Seattle, WA 98101",11,11.95, Seattle,23,"USB-C Charging Cable,AAA Batteries (4-pack)"
291057,USB-C Charging Cable,1.0,11.95,11/21/19 12:48,"35 13th St, Portland, OR 97035",11,11.95, Portland,12,"USB-C Charging Cable,Apple Airpods Headphones"
291058,Vareebadd Phone,1.0,400.0,11/24/19 19:15,"894 Pine St, Los Angeles, CA 90001",11,400.0, Los Angeles,19,"Vareebadd Phone,Bose SoundSport Headphones,Wired Headphones"
291098,Google Phone,1.0,600.0,11/15/19 12:04,"407 Church St, San Francisco, CA 94016",11,600.0, San Francisco,12,"Google Phone,USB-C Charging Cable"
291120,AA Batteries (4-pack),2.0,3.84,11/26/19 12:44,"649 14th St, Los Angeles, CA 90001",11,7.68, Los Angeles,12,"AA Batteries (4-pack),USB-C Charging Cable"
291143,iPhone,1.0,700.0,11/23/19 22:50,"879 Jackson St, Boston, MA 02215",11,700.0, Boston,22,"iPhone,Lightning Charging Cable"
291193,Vareebadd Phone,1.0,400.0,11/16/19 18:37,"890 Cedar St, New York City, NY 10001",11,400.0, New York City,18,"Vareebadd Phone,Wired Headphones"
291194,iPhone,1.0,700.0,11/18/19 15:59,"615 Cherry St, Los Angeles, CA 90001",11,700.0, Los Angeles,15,"iPhone,Lightning Charging Cable"
291214,iPhone,1.0,700.0,11/16/19 10:46,"67 Elm St, San Francisco, CA 94016",11,700.0, San Francisco,10,"iPhone,Lightning Charging Cable"
291272,AAA Batteries (4-pack),2.0,2.99,11/03/19 19:36,"811 1st St, Seattle, WA 98101",11,5.98, Seattle,19,"AAA Batteries (4-pack),Lightning Charging Cable"
291281,Google Phone,1.0,600.0,11/16/19 15:11,"7 Church St, Los Angeles, CA 90001",11,600.0, Los Angeles,15,"Google Phone,USB-C Charging Cable"
291301,Flatscreen TV,1.0,300.0,11/09/19 18:56,"959 13th St, Dallas, TX 75001",11,300.0, Dallas,18,"Flatscreen TV,iPhone"
291380,iPhone,1.0,700.0,11/17/19 08:06,"814 Willow St, Boston, MA 02215",11,700.0, Boston,8,"iPhone,Wired Headphones"
291405,Bose SoundSport Headphones,1.0,99.99,11/25/19 06:23,"149 12th St, Atlanta, GA 30301",11,99.99, Atlanta,6,"Bose SoundSport Headphones,USB-C Charging Cable"
291416,Lightning Charging Cable,1.0,14.95,11/24/19 18:20,"388 Ridge St, New York City, NY 10001",11,14.95, New York City,18,"Lightning Charging Cable,USB-C Charging Cable"
291432,Google Phone,1.0,600.0,11/26/19 14:15,"297 North St, San Francisco, CA 94016",11,600.0, San Francisco,14,"Google Phone,Wired Headphones"
291473,iPhone,1.0,700.0,11/27/19 23:04,"238 Lake St, Boston, MA 02215",11,700.0, Boston,23,"iPhone,Apple Airpods Headphones"
291488,Google Phone,1.0,600.0,11/21/19 17:11,"96 Ridge St, Seattle, WA 98101",11,600.0, Seattle,17,"Google Phone,USB-C Charging Cable"
291509,Google Phone,1.0,600.0,11/09/19 15:40,"992 Spruce St, Boston, MA 02215",11,600.0, Boston,15,"Google Phone,USB-C Charging Cable"
291558,iPhone,1.0,700.0,11/25/19 12:23,"498 River St, Atlanta, GA 30301",11,700.0, Atlanta,12,"iPhone,USB-C Charging Cable"
291573,iPhone,1.0,700.0,11/16/19 12:27,"884 Forest St, San Francisco, CA 94016",11,700.0, San Francisco,12,"iPhone,Lightning Charging Cable"
291580,ThinkPad Laptop,1.0,999.99,11/12/19 18:05,"8 South St, New York City, NY 10001",11,999.99, New York City,18,"ThinkPad Laptop,AAA Batteries (4-pack)"
291636,Wired Headphones,1.0,11.99,11/01/19 10:36,"572 7th St, San Francisco, CA 94016",11,11.99, San Francisco,10,"Wired Headphones,AAA Batteries (4-pack)"
291671,AAA Batteries (4-pack),1.0,2.99,11/27/19 14:44,"589 Church St, Austin, TX 73301",11,2.99, Austin,14,"AAA Batteries (4-pack),Apple Airpods Headphones"
291682,iPhone,1.0,700.0,11/19/19 08:30,"214 Dogwood St, New York City, NY 10001",11,700.0, New York City,8,"iPhone,Lightning Charging Cable"
291699,Lightning Charging Cable,1.0,14.95,11/27/19 13:21,"954 Church St, San Francisco, CA 94016",11,14.95, San Francisco,13,"Lightning Charging Cable,Wired Headphones"
291732,Vareebadd Phone,1.0,400.0,11/19/19 07:49,"534 Adams St, Los Angeles, CA 90001",11,400.0, Los Angeles,7,"Vareebadd Phone,USB-C Charging Cable"
291778,ThinkPad Laptop,1.0,999.99,11/20/19 20:14,"19 6th St, Seattle, WA 98101",11,999.99, Seattle,20,"ThinkPad Laptop,27in FHD Monitor"
291800,Google Phone,1.0,600.0,11/10/19 14:48,"768 Jefferson St, Seattle, WA 98101",11,600.0, Seattle,14,"Google Phone,USB-C Charging Cable"
291810,Google Phone,1.0,600.0,11/16/19 23:48,"810 12th St, New York City, NY 10001",11,600.0, New York City,23,"Google Phone,Wired Headphones"
291838,Bose SoundSport Headphones,1.0,99.99,11/09/19 14:35,"701 South St, Atlanta, GA 30301",11,99.99, Atlanta,14,"Bose SoundSport Headphones,Google Phone"
291846,Google Phone,1.0,600.0,11/24/19 18:39,"409 5th St, Boston, MA 02215",11,600.0, Boston,18,"Google Phone,USB-C Charging Cable"
291916,iPhone,1.0,700.0,11/19/19 16:12,"183 1st St, New York City, NY 10001",11,700.0, New York City,16,"iPhone,Apple Airpods Headphones"
291932,Flatscreen TV,1.0,300.0,11/11/19 17:16,"340 Center St, San Francisco, CA 94016",11,300.0, San Francisco,17,"Flatscreen TV,Flatscreen TV"
291940,iPhone,1.0,700.0,11/27/19 22:21,"148 1st St, Seattle, WA 98101",11,700.0, Seattle,22,"iPhone,Apple Airpods Headphones"
291949,Lightning Charging Cable,1.0,14.95,11/30/19 23:22,"114 Elm St, Atlanta, GA 30301",11,14.95, Atlanta,23,"Lightning Charging Cable,Lightning Charging Cable"
291986,Lightning Charging Cable,1.0,14.95,11/12/19 07:09,"983 Hill St, New York City, NY 10001",11,14.95, New York City,7,"Lightning Charging Cable,Bose SoundSport Headphones"
291991,Vareebadd Phone,1.0,400.0,11/14/19 17:50,"253 Elm St, Boston, MA 02215",11,400.0, Boston,17,"Vareebadd Phone,USB-C Charging Cable,Wired Headphones"
292098,Google Phone,1.0,600.0,11/01/19 10:13,"214 4th St, Dallas, TX 75001",11,600.0, Dallas,10,"Google Phone,USB-C Charging Cable,Lightning Charging Cable"
292216,Google Phone,1.0,600.0,11/22/19 17:02,"519 Meadow St, Atlanta, GA 30301",11,600.0, Atlanta,17,"Google Phone,USB-C Charging Cable"
292220,Vareebadd Phone,1.0,400.0,11/14/19 22:44,"292 Johnson St, New York City, NY 10001",11,400.0, New York City,22,"Vareebadd Phone,USB-C Charging Cable"
292230,Google Phone,1.0,600.0,11/03/19 21:42,"279 Lakeview St, New York City, NY 10001",11,600.0, New York City,21,"Google Phone,USB-C Charging Cable,Bose SoundSport Headphones"
292276,Vareebadd Phone,1.0,400.0,11/30/19 16:45,"857 Pine St, Boston, MA 02215",11,400.0, Boston,16,"Vareebadd Phone,Bose SoundSport Headphones"
292280,iPhone,1.0,700.0,11/11/19 10:27,"61 Lakeview St, Dallas, TX 75001",11,700.0, Dallas,10,"iPhone,Lightning Charging Cable"
292324,Google Phone,1.0,600.0,11/27/19 11:55,"238 2nd St, New York City, NY 10001",11,600.0, New York City,11,"Google Phone,USB-C Charging Cable"
292335,AA Batteries (4-pack),1.0,3.84,11/09/19 11:23,"834 5th St, Dallas, TX 75001",11,3.84, Dallas,11,"AA Batteries (4-pack),AA Batteries (4-pack)"
292364,AA Batteries (4-pack),1.0,3.84,11/14/19 23:26,"350 Walnut St, Portland, OR 97035",11,3.84, Portland,23,"AA Batteries (4-pack),27in FHD Monitor"
292376,iPhone,1.0,700.0,11/19/19 23:58,"363 12th St, Seattle, WA 98101",11,700.0, Seattle,23,"iPhone,Lightning Charging Cable"
292417,Wired Headphones,1.0,11.99,11/21/19 11:57,"988 Lincoln St, New York City, NY 10001",11,11.99, New York City,11,"Wired Headphones,USB-C Charging Cable"
292446,Bose SoundSport Headphones,1.0,99.99,11/27/19 11:14,"500 12th St, New York City, NY 10001",11,99.99, New York City,11,"Bose SoundSport Headphones,Apple Airpods Headphones"
292508,Lightning Charging Cable,1.0,14.95,11/09/19 10:58,"22 11th St, Austin, TX 73301",11,14.95, Austin,10,"Lightning Charging Cable,27in FHD Monitor"
292509,Vareebadd Phone,1.0,400.0,11/28/19 13:32,"346 Ridge St, Seattle, WA 98101",11,400.0, Seattle,13,"Vareebadd Phone,USB-C Charging Cable"
292513,AA Batteries (4-pack),1.0,3.84,11/08/19 07:17,"522 10th St, Boston, MA 02215",11,3.84, Boston,7,"AA Batteries (4-pack),34in Ultrawide Monitor"
292539,Google Phone,1.0,600.0,11/19/19 18:49,"47 4th St, Seattle, WA 98101",11,600.0, Seattle,18,"Google Phone,USB-C Charging Cable,Wired Headphones"
292627,Flatscreen TV,1.0,300.0,11/29/19 13:31,"50 1st St, Portland, OR 97035",11,300.0, Portland,13,"Flatscreen TV,34in Ultrawide Monitor"
292651,Vareebadd Phone,1.0,400.0,11/22/19 10:39,"241 Johnson St, Los Angeles, CA 90001",11,400.0, Los Angeles,10,"Vareebadd Phone,Google Phone"
292660,AAA Batteries (4-pack),1.0,2.99,11/22/19 01:07,"407 Hickory St, Los Angeles, CA 90001",11,2.99, Los Angeles,1,"AAA Batteries (4-pack),34in Ultrawide Monitor"
292674,AAA Batteries (4-pack),1.0,2.99,11/26/19 15:37,"381 Church St, Portland, OR 97035",11,2.99, Portland,15,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
292688,USB-C Charging Cable,1.0,11.95,11/23/19 20:44,"505 Maple St, San Francisco, CA 94016",11,11.95, San Francisco,20,"USB-C Charging Cable,Wired Headphones"
292709,Wired Headphones,1.0,11.99,11/02/19 22:06,"917 Chestnut St, Seattle, WA 98101",11,11.99, Seattle,22,"Wired Headphones,Lightning Charging Cable"
292727,Google Phone,1.0,600.0,11/11/19 12:25,"278 Ridge St, New York City, NY 10001",11,600.0, New York City,12,"Google Phone,USB-C Charging Cable"
292757,34in Ultrawide Monitor,1.0,379.99,11/08/19 11:06,"81 5th St, San Francisco, CA 94016",11,379.99, San Francisco,11,"34in Ultrawide Monitor,AAA Batteries (4-pack)"
292759,27in FHD Monitor,1.0,149.99,11/22/19 05:56,"94 Maple St, Atlanta, GA 30301",11,149.99, Atlanta,5,"27in FHD Monitor,Wired Headphones"
292818,Google Phone,1.0,600.0,11/21/19 17:53,"129 Forest St, San Francisco, CA 94016",11,600.0, San Francisco,17,"Google Phone,USB-C Charging Cable"
292825,Bose SoundSport Headphones,1.0,99.99,11/30/19 21:23,"787 Main St, Boston, MA 02215",11,99.99, Boston,21,"Bose SoundSport Headphones,27in FHD Monitor"
292876,27in FHD Monitor,1.0,149.99,11/04/19 18:35,"230 Madison St, Los Angeles, CA 90001",11,149.99, Los Angeles,18,"27in FHD Monitor,USB-C Charging Cable"
292906,Vareebadd Phone,1.0,400.0,11/21/19 11:55,"6 Spruce St, Atlanta, GA 30301",11,400.0, Atlanta,11,"Vareebadd Phone,USB-C Charging Cable"
292908,27in 4K Gaming Monitor,1.0,389.99,11/30/19 14:13,"863 Walnut St, Atlanta, GA 30301",11,389.99, Atlanta,14,"27in 4K Gaming Monitor,Macbook Pro Laptop"
292920,iPhone,1.0,700.0,11/22/19 18:55,"52 Lake St, Los Angeles, CA 90001",11,700.0, Los Angeles,18,"iPhone,Apple Airpods Headphones"
292935,Google Phone,1.0,600.0,11/21/19 11:43,"977 2nd St, San Francisco, CA 94016",11,600.0, San Francisco,11,"Google Phone,Wired Headphones"
292969,AA Batteries (4-pack),1.0,3.84,11/15/19 12:16,"673 1st St, Boston, MA 02215",11,3.84, Boston,12,"AA Batteries (4-pack),Apple Airpods Headphones"
292974,Google Phone,1.0,600.0,11/24/19 15:40,"87 Hill St, Dallas, TX 75001",11,600.0, Dallas,15,"Google Phone,Wired Headphones"
292984,Vareebadd Phone,1.0,400.0,11/12/19 09:07,"552 5th St, Los Angeles, CA 90001",11,400.0, Los Angeles,9,"Vareebadd Phone,USB-C Charging Cable"
293010,Lightning Charging Cable,1.0,14.95,11/30/19 11:46,"773 Park St, San Francisco, CA 94016",11,14.95, San Francisco,11,"Lightning Charging Cable,27in 4K Gaming Monitor"
293024,iPhone,1.0,700.0,11/10/19 12:07,"879 1st St, Atlanta, GA 30301",11,700.0, Atlanta,12,"iPhone,Wired Headphones"
293061,iPhone,1.0,700.0,11/01/19 15:25,"93 Highland St, Los Angeles, CA 90001",11,700.0, Los Angeles,15,"iPhone,Wired Headphones"
293079,AA Batteries (4-pack),2.0,3.84,11/27/19 22:01,"378 12th St, New York City, NY 10001",11,7.68, New York City,22,"AA Batteries (4-pack),AAA Batteries (4-pack)"
293108,iPhone,1.0,700.0,11/22/19 11:01,"216 Meadow St, Dallas, TX 75001",11,700.0, Dallas,11,"iPhone,Lightning Charging Cable"
293114,USB-C Charging Cable,1.0,11.95,11/29/19 14:35,"145 8th St, Austin, TX 73301",11,11.95, Austin,14,"USB-C Charging Cable,USB-C Charging Cable"
293121,iPhone,1.0,700.0,11/16/19 18:44,"746 5th St, New York City, NY 10001",11,700.0, New York City,18,"iPhone,Lightning Charging Cable"
293131,iPhone,1.0,700.0,11/25/19 00:42,"242 1st St, San Francisco, CA 94016",11,700.0, San Francisco,0,"iPhone,Apple Airpods Headphones"
293155,iPhone,1.0,700.0,11/11/19 16:33,"857 Main St, Atlanta, GA 30301",11,700.0, Atlanta,16,"iPhone,Lightning Charging Cable"
293160,AAA Batteries (4-pack),4.0,2.99,11/01/19 10:10,"620 Wilson St, Seattle, WA 98101",11,11.96, Seattle,10,"AAA Batteries (4-pack),iPhone"
293201,USB-C Charging Cable,1.0,11.95,11/12/19 20:36,"261 West St, Dallas, TX 75001",11,11.95, Dallas,20,"USB-C Charging Cable,27in 4K Gaming Monitor"
293250,34in Ultrawide Monitor,1.0,379.99,11/15/19 23:34,"17 Forest St, Portland, OR 97035",11,379.99, Portland,23,"34in Ultrawide Monitor,AA Batteries (4-pack)"
293254,Apple Airpods Headphones,1.0,150.0,11/01/19 12:07,"762 12th St, San Francisco, CA 94016",11,150.0, San Francisco,12,"Apple Airpods Headphones,Apple Airpods Headphones"
293285,Google Phone,1.0,600.0,11/15/19 16:25,"488 Johnson St, Atlanta, GA 30301",11,600.0, Atlanta,16,"Google Phone,USB-C Charging Cable"
293318,AA Batteries (4-pack),3.0,3.84,11/29/19 17:36,"210 Meadow St, Austin, TX 73301",11,11.52, Austin,17,"AA Batteries (4-pack),Wired Headphones"
293340,AAA Batteries (4-pack),2.0,2.99,11/12/19 17:22,"965 7th St, Los Angeles, CA 90001",11,5.98, Los Angeles,17,"AAA Batteries (4-pack),Google Phone"
